"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	27452.64	23922.5
"20627"	"tcruzi-10757"	27187.15	25437.92
"29784"	"tcruzi-19914"	29002.65	32863.5
"54630"	"tcruzi-44760"	28689.01	28615.34
"54667"	"tcruzi-44797"	33512.57	29387.58
"54669"	"tcruzi-44799"	30487.02	29652.65
"58799"	"tcruzi-48929"	25690.67	30411.98
"93031"	"tcruzi-83161"	31894.07	30277.91
"93035"	"tcruzi-83165"	32509.47	30610.58
"93036"	"tcruzi-83166"	32308.62	34514.4
"93037"	"tcruzi-83167"	30331.65	31814.79
"101633"	"tcruzi-91763"	19946.63	29041.41
"101642"	"tcruzi-91772"	27042.84	27512.44
"114065"	"tcruzi-104195"	29516.19	31395.81
"114069"	"tcruzi-104199"	30586.95	27952.46
"114071"	"tcruzi-104201"	30552.59	31723.62
"147879"	"tcruzi-138009"	21384.31	16316.68
"148392"	"tcruzi-138522"	25517.45	22251.91
"148395"	"tcruzi-138525"	24815.01	18503.47
"198629"	"tcruzi-188759"	28882.79	31300.05
"201635"	"tcruzi-191765"	31277.19	29637.07
"201639"	"tcruzi-191769"	29471.19	31668.36
"201640"	"tcruzi-191770"	28914.5	30585.91
"207533"	"tcruzi-197663"	30989.53	28559.6
"207536"	"tcruzi-197666"	29748.1	31688.09
"207537"	"tcruzi-197667"	31888.4	32241.47
"208007"	"tcruzi-198137"	30883.34	33842.98
"208010"	"tcruzi-198140"	28336.15	28049.36
"208011"	"tcruzi-198141"	29297.23	30027.26
"211983"	"tcruzi-202113"	29084.88	31170.72
"224171"	"tcruzi-214301"	27939.98	30780.59
"241302"	"tcruzi-231432"	24423.91	17602.23
"263876"	"tcruzi-254006"	30157.78	32070.82
"328349"	"tcruzi-mutagenesis-scan-314"	28507.45	24806.5
"329582"	"tcruzi-mutagenesis-scan-1547"	26775.5	28384.17
"330700"	"tcruzi-mutagenesis-scan-2665"	31637.42	35382.83
"330701"	"tcruzi-mutagenesis-scan-2666"	35060.6	32031.53
"330792"	"tcruzi-mutagenesis-scan-2757"	21592.26	16253.21
"330827"	"tcruzi-mutagenesis-scan-2792"	25475.31	22847.36
