"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1515	1205.13
"10130"	"tcruzi-260"	315.26	868.62
"10141"	"tcruzi-271"	410.19	332.46
"10236"	"tcruzi-366"	2433.38	1527.25
"10723"	"tcruzi-853"	372.74	1208.53
"10725"	"tcruzi-855"	283.39	1688.49
"10741"	"tcruzi-871"	245.86	299.97
"10756"	"tcruzi-886"	256.23	207.96
"10759"	"tcruzi-889"	221.4	199.71
"10760"	"tcruzi-890"	195.19	204.33
"10778"	"tcruzi-908"	998.82	2992.96
"10779"	"tcruzi-909"	358.94	1675.82
"10785"	"tcruzi-915"	18368.69	9598.6
"11029"	"tcruzi-1159"	472.14	333.04
"11109"	"tcruzi-1239"	3454.11	1823.83
"11194"	"tcruzi-1324"	751.63	491.06
"11472"	"tcruzi-1602"	243.44	504.08
"11473"	"tcruzi-1603"	2379.35	2968.4
"11474"	"tcruzi-1604"	6362.9	4503.64
"11475"	"tcruzi-1605"	1211.53	1911.1
"11524"	"tcruzi-1654"	8217.81	6615.65
"11535"	"tcruzi-1665"	6861.08	6644.27
"11724"	"tcruzi-1854"	24500.14	15894.24
"12045"	"tcruzi-2175"	26157.13	20012.52
"12122"	"tcruzi-2252"	7051.68	5649.99
"12123"	"tcruzi-2253"	7298.07	5719.89
"12125"	"tcruzi-2255"	7698.96	5044.35
"12656"	"tcruzi-2786"	584.97	1232.69
"12657"	"tcruzi-2787"	641.46	1900.72
"12667"	"tcruzi-2797"	182.91	251.88
"12668"	"tcruzi-2798"	265.47	193.75
"12677"	"tcruzi-2807"	296.98	169.43
"12678"	"tcruzi-2808"	346.36	216.29
"12679"	"tcruzi-2809"	745.51	423.95
"12680"	"tcruzi-2810"	548.6	333.76
"12681"	"tcruzi-2811"	449.57	232
"12682"	"tcruzi-2812"	903.3	453.57
"12683"	"tcruzi-2813"	209.32	372.22
"12716"	"tcruzi-2846"	660.55	557.1
"12717"	"tcruzi-2847"	568.26	570.13
"12718"	"tcruzi-2848"	135.44	463.51
"12731"	"tcruzi-2861"	260.42	639.77
"12769"	"tcruzi-2899"	677	464.81
"12968"	"tcruzi-3098"	513.36	307.09
"12977"	"tcruzi-3107"	967.31	474.12
"13282"	"tcruzi-3412"	1854.18	1047.09
"13283"	"tcruzi-3413"	1638.92	800.04
"13284"	"tcruzi-3414"	1736.33	1003.16
"13285"	"tcruzi-3415"	1777.37	808.12
"13314"	"tcruzi-3444"	1166.09	534.78
"13321"	"tcruzi-3451"	5643.31	3702.77
"13322"	"tcruzi-3452"	5494.37	3218.33
"13354"	"tcruzi-3484"	353.32	1211.65
"13355"	"tcruzi-3485"	454.78	1044.79
"13357"	"tcruzi-3487"	334	609.51
"13381"	"tcruzi-3511"	328.21	323.98
"13438"	"tcruzi-3568"	3305.24	2702.55
"13444"	"tcruzi-3574"	1794.17	710.06
"13448"	"tcruzi-3578"	1031.3	418.09
"13504"	"tcruzi-3634"	519.63	265.25
"13508"	"tcruzi-3638"	252.1	131.04
"13509"	"tcruzi-3639"	283.04	144.76
"13552"	"tcruzi-3682"	487.32	2120.85
"13553"	"tcruzi-3683"	498.05	1421.82
"13582"	"tcruzi-3712"	17365.96	10681.01
"13595"	"tcruzi-3725"	336.85	132.3
"13627"	"tcruzi-3757"	5488.76	4039.15
"13697"	"tcruzi-3827"	631.55	133.67
"13723"	"tcruzi-3853"	2750.45	2013.95
"14102"	"tcruzi-4232"	749.92	382.35
"14237"	"tcruzi-4367"	602.35	274.67
"14303"	"tcruzi-4433"	665.42	428.12
"14626"	"tcruzi-4756"	475.34	174.24
"14771"	"tcruzi-4901"	444.86	423.92
"14788"	"tcruzi-4918"	445.4	250.35
"14968"	"tcruzi-5098"	2541.19	1386
"14994"	"tcruzi-5124"	489.81	234.18
"15508"	"tcruzi-5638"	423.33	235.04
"15606"	"tcruzi-5736"	321.38	256.21
"15607"	"tcruzi-5737"	16871.67	11946.77
"15688"	"tcruzi-5818"	15310.28	13167.23
"15833"	"tcruzi-5963"	1631.8	1478.18
"16011"	"tcruzi-6141"	239.98	145.01
"16041"	"tcruzi-6171"	291.44	129.11
"16288"	"tcruzi-6418"	3738.74	2578.61
"16292"	"tcruzi-6422"	10952.56	8273.21
"16338"	"tcruzi-6468"	16238.36	8514.9
"16586"	"tcruzi-6716"	1853.44	1554.68
"17005"	"tcruzi-7135"	630.16	291.17
"17006"	"tcruzi-7136"	792.35	210.46
"17007"	"tcruzi-7137"	400.54	274.83
"17008"	"tcruzi-7138"	1150.46	790.06
"17009"	"tcruzi-7139"	573.63	529.1
"17010"	"tcruzi-7140"	472.95	263.61
"17012"	"tcruzi-7142"	643.38	366.38
"17015"	"tcruzi-7145"	646.04	557.05
"17016"	"tcruzi-7146"	696.39	410.66
"17211"	"tcruzi-7341"	1658.2	2285.01
"17235"	"tcruzi-7365"	1400.57	825.04
"17246"	"tcruzi-7376"	5405.82	5757.43
"17247"	"tcruzi-7377"	447.32	363.17
"17360"	"tcruzi-7490"	680.15	495.43
"17361"	"tcruzi-7491"	527.26	305.71
"17364"	"tcruzi-7494"	228.21	165.29
"17430"	"tcruzi-7560"	272.33	208.61
"17433"	"tcruzi-7563"	258.84	137.79
"17468"	"tcruzi-7598"	167.48	123.37
"17472"	"tcruzi-7602"	157.09	109.69
"17713"	"tcruzi-7843"	456.03	303.55
"17718"	"tcruzi-7848"	480.95	319.83
"17934"	"tcruzi-8064"	341.59	114.64
"18034"	"tcruzi-8164"	22742.55	13656.13
"18267"	"tcruzi-8397"	521.78	343.82
"18268"	"tcruzi-8398"	512.74	251.29
"18269"	"tcruzi-8399"	305.18	143.71
"18270"	"tcruzi-8400"	440.45	207.8
"18277"	"tcruzi-8407"	515.52	162.77
"18278"	"tcruzi-8408"	1065.47	400.96
"18279"	"tcruzi-8409"	514.74	288.92
"18281"	"tcruzi-8411"	531.71	267.24
"18295"	"tcruzi-8425"	661.92	290.62
"18310"	"tcruzi-8440"	787.45	565.56
"18311"	"tcruzi-8441"	302.64	130.82
"18346"	"tcruzi-8476"	138.92	78.17
"18641"	"tcruzi-8771"	193.49	170.06
"18648"	"tcruzi-8778"	231.65	203.84
"18649"	"tcruzi-8779"	134.48	71.26
"18651"	"tcruzi-8781"	181.13	112.51
"18652"	"tcruzi-8782"	160.24	121.27
"18674"	"tcruzi-8804"	288.15	176.74
"18699"	"tcruzi-8829"	15873.27	10000.94
"18702"	"tcruzi-8832"	4515.31	4502.55
"18716"	"tcruzi-8846"	24625.31	15336.21
"18719"	"tcruzi-8849"	25950.28	13885.05
"18731"	"tcruzi-8861"	21154.66	12075.79
"18732"	"tcruzi-8862"	23763.3	12833.26
"18734"	"tcruzi-8864"	18730.48	10608.56
"18736"	"tcruzi-8866"	9115.23	6511.53
"18737"	"tcruzi-8867"	16820.21	10927.45
"18751"	"tcruzi-8881"	1421.27	1441.04
"18757"	"tcruzi-8887"	7301.5	7733.51
"18762"	"tcruzi-8892"	22118.21	13088.14
"18763"	"tcruzi-8893"	18347.79	12249.67
"18764"	"tcruzi-8894"	20132.42	12272.95
"18767"	"tcruzi-8897"	14650.73	10372.64
"18768"	"tcruzi-8898"	13566.03	9296.47
"18771"	"tcruzi-8901"	9545.21	6217.56
"18772"	"tcruzi-8902"	12634.06	8269.15
"18779"	"tcruzi-8909"	15904.97	10758.8
"18794"	"tcruzi-8924"	19967.37	11005.4
"18837"	"tcruzi-8967"	429.06	232.82
"18838"	"tcruzi-8968"	327.26	179.62
"18839"	"tcruzi-8969"	317.22	121.27
"18848"	"tcruzi-8978"	307.99	148.3
"19188"	"tcruzi-9318"	20300.08	12155.91
"19189"	"tcruzi-9319"	10699	7267.98
"19228"	"tcruzi-9358"	633.47	489.41
"19229"	"tcruzi-9359"	738.27	359.03
"19429"	"tcruzi-9559"	153.75	129.07
"19430"	"tcruzi-9560"	161.39	152.81
"19432"	"tcruzi-9562"	145.93	126.33
"19435"	"tcruzi-9565"	153.74	85.8
"19436"	"tcruzi-9566"	100.51	102.37
"19441"	"tcruzi-9571"	126.65	140.72
"19761"	"tcruzi-9891"	878.45	741.56
"19940"	"tcruzi-10070"	13971.89	9581.41
"20175"	"tcruzi-10305"	7695.25	4599.24
"20296"	"tcruzi-10426"	156.12	94.84
"20425"	"tcruzi-10555"	10345.35	7971.13
"20624"	"tcruzi-10754"	22012.92	14533.48
"20627"	"tcruzi-10757"	18143.71	13854.19
"20741"	"tcruzi-10871"	17448.71	11822.91
"21014"	"tcruzi-11144"	1716.64	1046.65
"21015"	"tcruzi-11145"	1893.77	1541.58
"21017"	"tcruzi-11147"	2409.2	1209.55
"21020"	"tcruzi-11150"	6748.45	3421.28
"21021"	"tcruzi-11151"	2164.05	1040.3
"21170"	"tcruzi-11300"	1354.91	725.77
"21177"	"tcruzi-11307"	5285.43	3343.54
"21598"	"tcruzi-11728"	330.74	204.01
"21626"	"tcruzi-11756"	1080.76	1628.95
"21746"	"tcruzi-11876"	3517.63	1764.08
"21834"	"tcruzi-11964"	1232.61	678.1
