"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	790.76	963.77
"10130"	"tcruzi-260"	7719.7	129.31
"10141"	"tcruzi-271"	4162.74	1119.75
"10236"	"tcruzi-366"	1543.22	1423.95
"10723"	"tcruzi-853"	5081.35	333.34
"10725"	"tcruzi-855"	1966.98	111.84
"10741"	"tcruzi-871"	3820.43	125.86
"10756"	"tcruzi-886"	853.63	162.23
"10759"	"tcruzi-889"	8371.85	99.95
"10760"	"tcruzi-890"	10840.06	238.05
"10778"	"tcruzi-908"	12703.6	865.74
"10779"	"tcruzi-909"	3519.91	130.65
"10785"	"tcruzi-915"	2253.87	1615.61
"11029"	"tcruzi-1159"	21077.76	13844.59
"11109"	"tcruzi-1239"	4178.51	2486.64
"11194"	"tcruzi-1324"	682.18	686.79
"11472"	"tcruzi-1602"	4104.28	3136.77
"11473"	"tcruzi-1603"	7079.28	5690.65
"11474"	"tcruzi-1604"	2225.46	2146.69
"11475"	"tcruzi-1605"	848.94	116.97
"11524"	"tcruzi-1654"	1353.69	868.69
"11535"	"tcruzi-1665"	478.66	444.21
"11724"	"tcruzi-1854"	2737.41	2767.14
"12045"	"tcruzi-2175"	2888.68	2332.44
"12122"	"tcruzi-2252"	3761.19	2511.29
"12123"	"tcruzi-2253"	3022.55	1603.42
"12125"	"tcruzi-2255"	9611.08	8074.27
"12656"	"tcruzi-2786"	15408.04	533.78
"12657"	"tcruzi-2787"	12256.03	279.82
"12667"	"tcruzi-2797"	660.06	412.86
"12668"	"tcruzi-2798"	523.35	314
"12677"	"tcruzi-2807"	16851.58	4162.19
"12678"	"tcruzi-2808"	18627.16	7315.63
"12679"	"tcruzi-2809"	23671.19	12133.04
"12680"	"tcruzi-2810"	21263.44	8203.62
"12681"	"tcruzi-2811"	25192.03	17390.17
"12682"	"tcruzi-2812"	831.13	495.72
"12683"	"tcruzi-2813"	15414.49	6733.17
"12716"	"tcruzi-2846"	16416.58	3967.68
"12717"	"tcruzi-2847"	20010.08	7865.15
"12718"	"tcruzi-2848"	7110.73	2137.41
"12731"	"tcruzi-2861"	16976.41	5107.74
"12769"	"tcruzi-2899"	6561.8	5762.83
"12968"	"tcruzi-3098"	5773.35	5878.31
"12977"	"tcruzi-3107"	958.36	864.12
"13282"	"tcruzi-3412"	782.14	640.37
"13283"	"tcruzi-3413"	1221.6	852.29
"13284"	"tcruzi-3414"	694.15	552.61
"13285"	"tcruzi-3415"	404.67	427.55
"13314"	"tcruzi-3444"	1412.97	1111.44
"13321"	"tcruzi-3451"	994.67	723.28
"13322"	"tcruzi-3452"	802.28	538.43
"13354"	"tcruzi-3484"	11941.4	809.6
"13355"	"tcruzi-3485"	13186.86	523.13
"13357"	"tcruzi-3487"	1668.53	74.76
"13381"	"tcruzi-3511"	6991.34	279.95
"13438"	"tcruzi-3568"	2105.37	1466.42
"13444"	"tcruzi-3574"	654.65	584.27
"13448"	"tcruzi-3578"	1641.76	546.07
"13504"	"tcruzi-3634"	2815.28	373.1
"13508"	"tcruzi-3638"	9945.63	426.63
"13509"	"tcruzi-3639"	12602.85	204.76
"13552"	"tcruzi-3682"	13774.24	1475.9
"13553"	"tcruzi-3683"	3136.87	230.17
"13582"	"tcruzi-3712"	1155.87	1128.89
"13595"	"tcruzi-3725"	8836.33	184.97
"13627"	"tcruzi-3757"	2297.75	752.44
"13697"	"tcruzi-3827"	19275.99	11036.87
"13723"	"tcruzi-3853"	3170.35	1786.88
"14102"	"tcruzi-4232"	2019.72	1619.72
"14237"	"tcruzi-4367"	1479.31	1129.34
