"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	15201.53	9444.13
"10130"	"tcruzi-260"	3416.35	11344.05
"10141"	"tcruzi-271"	2795.29	184.7
"10236"	"tcruzi-366"	24152.69	20917.05
"10723"	"tcruzi-853"	5495.14	13679.3
"10725"	"tcruzi-855"	7548.03	11720.59
"10741"	"tcruzi-871"	7218.81	2314.94
"10756"	"tcruzi-886"	6720.31	1361.72
"10759"	"tcruzi-889"	2571.02	4768.53
"10760"	"tcruzi-890"	2468.86	8952.69
"10778"	"tcruzi-908"	10810.29	7661.27
"10779"	"tcruzi-909"	2135.31	8109.04
"10785"	"tcruzi-915"	5434.6	2249.08
"11029"	"tcruzi-1159"	20166.25	18689.08
"11109"	"tcruzi-1239"	10629.65	6294.09
"11194"	"tcruzi-1324"	11073.39	8170.59
"11472"	"tcruzi-1602"	1379.22	1097.84
"11473"	"tcruzi-1603"	1426.79	4797.65
"11474"	"tcruzi-1604"	1048.8	5373.37
"11475"	"tcruzi-1605"	257.97	933.24
"11524"	"tcruzi-1654"	1681.37	4975.84
"11535"	"tcruzi-1665"	2849.48	9624.99
"11724"	"tcruzi-1854"	14708.46	14058.78
"12045"	"tcruzi-2175"	4297.64	1278.51
"12122"	"tcruzi-2252"	7658.39	5465.77
"12123"	"tcruzi-2253"	7242.58	4827.49
"12125"	"tcruzi-2255"	7502.11	4600.61
"12656"	"tcruzi-2786"	271.84	783.38
"12657"	"tcruzi-2787"	2577.18	1388.58
"12667"	"tcruzi-2797"	1683.77	1904.01
"12668"	"tcruzi-2798"	439.05	287.05
"12677"	"tcruzi-2807"	1854.29	489.74
"12678"	"tcruzi-2808"	2525.54	1120.23
"12679"	"tcruzi-2809"	3106.69	2435.75
"12680"	"tcruzi-2810"	1795.45	750.97
"12681"	"tcruzi-2811"	712.96	179.37
"12682"	"tcruzi-2812"	2627.81	954.44
"12683"	"tcruzi-2813"	636.52	497.27
"12716"	"tcruzi-2846"	2338.07	848.88
"12717"	"tcruzi-2847"	488.69	192.93
"12718"	"tcruzi-2848"	449.78	320.75
"12731"	"tcruzi-2861"	1964.55	1229
"12769"	"tcruzi-2899"	1195.63	977.11
"12968"	"tcruzi-3098"	1118.94	164.01
"12977"	"tcruzi-3107"	3640.78	2102.71
"13282"	"tcruzi-3412"	2495.74	795.24
"13283"	"tcruzi-3413"	2315.4	836.06
"13284"	"tcruzi-3414"	2194.37	1402.65
"13285"	"tcruzi-3415"	2406.12	1193.94
"13314"	"tcruzi-3444"	9059.24	1585.48
"13321"	"tcruzi-3451"	23733.29	20675.28
"13322"	"tcruzi-3452"	24231.33	18577.49
"13354"	"tcruzi-3484"	9330.56	4487.82
"13355"	"tcruzi-3485"	4630.36	3719.16
"13357"	"tcruzi-3487"	4622.49	1367.3
"13381"	"tcruzi-3511"	1242.97	1826.45
"13438"	"tcruzi-3568"	9656.12	3993.54
"13444"	"tcruzi-3574"	15339.61	10473.28
"13448"	"tcruzi-3578"	13566	6488.34
"13504"	"tcruzi-3634"	10460.36	2063.53
"13508"	"tcruzi-3638"	6185.63	1060.9
"13509"	"tcruzi-3639"	1025.58	1171.19
"13552"	"tcruzi-3682"	6528.06	4578.18
"13553"	"tcruzi-3683"	1701.65	7763.34
"13582"	"tcruzi-3712"	6739.23	2776.03
"13595"	"tcruzi-3725"	2892.17	208.09
"13627"	"tcruzi-3757"	25240.67	23035.74
"13697"	"tcruzi-3827"	5191.66	702.24
"13723"	"tcruzi-3853"	10873.23	7416.3
"14102"	"tcruzi-4232"	7125.34	4015.98
"14237"	"tcruzi-4367"	2711.95	434
"14303"	"tcruzi-4433"	1145.89	469.51
"14626"	"tcruzi-4756"	21483.12	17993.43
"14771"	"tcruzi-4901"	447.78	329.96
"14788"	"tcruzi-4918"	8927.89	7428.51
"14968"	"tcruzi-5098"	9095.54	6211.52
"14994"	"tcruzi-5124"	1356.8	321.63
"15508"	"tcruzi-5638"	4332.38	2066.22
"15606"	"tcruzi-5736"	6356.11	11399.12
"15607"	"tcruzi-5737"	1951.91	1242.66
"15688"	"tcruzi-5818"	27314.29	23052.33
"15833"	"tcruzi-5963"	4114.63	4208.06
"16011"	"tcruzi-6141"	590.04	436.55
"16041"	"tcruzi-6171"	426.48	235.45
"16288"	"tcruzi-6418"	7991.16	10085.25
"16292"	"tcruzi-6422"	23240.03	20506.67
"16338"	"tcruzi-6468"	14046.46	12206.93
"16586"	"tcruzi-6716"	16170.8	12764.42
"17005"	"tcruzi-7135"	854.76	698.5
"17006"	"tcruzi-7136"	795.71	618.94
"17007"	"tcruzi-7137"	1669.85	1590.98
"17008"	"tcruzi-7138"	784.91	847.75
"17009"	"tcruzi-7139"	1034.46	860.68
"17010"	"tcruzi-7140"	940.78	701.98
"17012"	"tcruzi-7142"	2298.04	1752.36
"17015"	"tcruzi-7145"	576.8	631.1
"17016"	"tcruzi-7146"	971.19	801.13
"17211"	"tcruzi-7341"	92.03	47.15
"17235"	"tcruzi-7365"	1225.88	1149.64
"17246"	"tcruzi-7376"	3236.72	7155.36
"17247"	"tcruzi-7377"	2478.53	2023.62
"17360"	"tcruzi-7490"	236.72	234.94
"17361"	"tcruzi-7491"	442.66	508.6
"17364"	"tcruzi-7494"	150.59	90.22
"17430"	"tcruzi-7560"	3014.24	2364.92
"17433"	"tcruzi-7563"	2383.75	1779.09
"17468"	"tcruzi-7598"	278.79	281.75
"17472"	"tcruzi-7602"	218.39	178.28
"17713"	"tcruzi-7843"	741.95	1296.24
"17718"	"tcruzi-7848"	1816.29	1641.55
"17934"	"tcruzi-8064"	1807.75	244.12
"18034"	"tcruzi-8164"	1376.09	1002.63
"18267"	"tcruzi-8397"	865.24	819.2
"18268"	"tcruzi-8398"	1276.29	1111.53
"18269"	"tcruzi-8399"	1024.95	786.24
"18270"	"tcruzi-8400"	2019.89	1702.9
"18277"	"tcruzi-8407"	752.5	496.34
"18278"	"tcruzi-8408"	706.36	534.61
"18279"	"tcruzi-8409"	908.48	991.63
"18281"	"tcruzi-8411"	1994.8	1895.25
"18295"	"tcruzi-8425"	2988.6	2674.39
"18310"	"tcruzi-8440"	530.12	492.85
"18311"	"tcruzi-8441"	401.87	511.75
"18346"	"tcruzi-8476"	234.28	162.1
"18641"	"tcruzi-8771"	1751.36	1030.06
"18648"	"tcruzi-8778"	1110.87	1022.68
"18649"	"tcruzi-8779"	1338.09	684.8
"18651"	"tcruzi-8781"	1550.27	606.73
"18652"	"tcruzi-8782"	1241.4	957.01
"18674"	"tcruzi-8804"	708.86	522.55
"18699"	"tcruzi-8829"	22927.31	16599.7
"18702"	"tcruzi-8832"	3895.75	1495.4
"18716"	"tcruzi-8846"	15088.44	15512.07
"18719"	"tcruzi-8849"	15373.27	13312.1
"18731"	"tcruzi-8861"	14055.53	12000.44
"18732"	"tcruzi-8862"	16942.38	12654.82
"18734"	"tcruzi-8864"	12165.52	11897.81
"18736"	"tcruzi-8866"	9716.92	6192.32
"18737"	"tcruzi-8867"	9832.47	11119.17
"18751"	"tcruzi-8881"	3492.16	1437.3
"18757"	"tcruzi-8887"	23032.31	10212.01
"18762"	"tcruzi-8892"	15211.52	15146.6
"18763"	"tcruzi-8893"	11569.55	10182.03
"18764"	"tcruzi-8894"	18651.43	11002.07
"18767"	"tcruzi-8897"	15478.37	6353.09
"18768"	"tcruzi-8898"	9882.34	7181.29
"18771"	"tcruzi-8901"	5511.64	1554.23
"18772"	"tcruzi-8902"	11416.29	3686.86
"18779"	"tcruzi-8909"	9721.06	13944.99
"18794"	"tcruzi-8924"	12795.84	11848.14
"18837"	"tcruzi-8967"	1789.63	334.42
"18838"	"tcruzi-8968"	1833.16	423.09
"18839"	"tcruzi-8969"	1359.99	365.87
"18848"	"tcruzi-8978"	1591.47	232.48
"19188"	"tcruzi-9318"	12316.05	14156.59
"19189"	"tcruzi-9319"	5436.27	7513.51
"19228"	"tcruzi-9358"	2095.38	1453.4
"19229"	"tcruzi-9359"	2934.75	1597.94
"19429"	"tcruzi-9559"	425.11	270.77
"19430"	"tcruzi-9560"	459.94	387.46
"19432"	"tcruzi-9562"	457.64	398.39
"19435"	"tcruzi-9565"	212.64	178.47
"19436"	"tcruzi-9566"	151.05	158.46
"19441"	"tcruzi-9571"	253.66	202.5
"19761"	"tcruzi-9891"	3350.55	2655.89
"19940"	"tcruzi-10070"	26463.06	21586.53
"20175"	"tcruzi-10305"	19573.09	17782.18
"20296"	"tcruzi-10426"	2866.04	2297.17
"20425"	"tcruzi-10555"	4474.98	2894.17
"20624"	"tcruzi-10754"	31001.86	25025.38
"20627"	"tcruzi-10757"	29752.64	24352.8
"20741"	"tcruzi-10871"	876.51	419.55
